Ano;Cod Mun;Espécie;Produção (Ton)
2024;1502806;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1502806;Pirapitinga;0
2024;1502806;Pirarucu;3,5
2024;1502806;Tambacu, tambatinga;0
2024;1502806;Tambaqui;60
2024;1502806;Tilapia;0
2024;1502806;Traira e trairao;0
2024;1502806;Truta;0
2024;1502806;Tucunare;0
2024;1502806;Outros peixes;0
2024;1502855;Carpa;0
2024;1502855;Curimata e Curimbata;0
2024;1502855;Dourado;0
2024;1502855;Jatuarana, piabanha e piracanjuba;0
2024;1502855;Lambari;0
2024;1502855;Matrinxa;0
2024;1502855;Pacu e patinga;0
2024;1502855;Piau, piapara, piaucu, piava;0
2024;1502855;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1502855;Pirapitinga;0
2024;1502855;Pirarucu;0
2024;1502855;Tambacu, tambatinga;0,42
2024;1502855;Tambaqui;1,74
2024;1502855;Tilapia;0
2024;1502855;Traira e trairao;0
2024;1502855;Truta;0
2024;1502855;Tucunare;0
2024;1502855;Outros peixes;0
2024;1502905;Carpa;0
2024;1502905;Curimata e Curimbata;0
2024;1502905;Dourado;0
2024;1502905;Jatuarana, piabanha e piracanjuba;0
2024;1502905;Lambari;0
2024;1502905;Matrinxa;0
2024;1502905;Pacu e patinga;0
2024;1502905;Piau, piapara, piaucu, piava;0
2024;1502905;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1502905;Pirapitinga;0
2024;1502905;Pirarucu;0
2024;1502905;Tambacu, tambatinga;10
2024;1502905;Tambaqui;0
2024;1502905;Tilapia;0
2024;1502905;Traira e trairao;0
2024;1502905;Truta;0
2024;1502905;Tucunare;0
2024;1502905;Outros peixes;0
2024;1502939;Carpa;0
2024;1502939;Curimata e Curimbata;0
2024;1502939;Dourado;0
2024;1502939;Jatuarana, piabanha e piracanjuba;0
2024;1502939;Lambari;0
2024;1502939;Matrinxa;0
2024;1502939;Pacu e patinga;0
2024;1502939;Piau, piapara, piaucu, piava;0
2024;1502939;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1502939;Pirapitinga;0
2024;1502939;Pirarucu;0
2024;1502939;Tambacu, tambatinga;0
2024;1502939;Tambaqui;320
2024;1502939;Tilapia;0
2024;1502939;Traira e trairao;0
2024;1502939;Truta;0
2024;1502939;Tucunare;0
2024;1502939;Outros peixes;0
2024;1502954;Carpa;0
2024;1502954;Curimata e Curimbata;0
2024;1502954;Dourado;0
2024;1502954;Jatuarana, piabanha e piracanjuba;0
2024;1502954;Lambari;0
2024;1502954;Matrinxa;0
2024;1502954;Pacu e patinga;0
2024;1502954;Piau, piapara, piaucu, piava;0
2024;1502954;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1502954;Pirapitinga;0
2024;1502954;Pirarucu;0
2024;1502954;Tambacu, tambatinga;10,5
2024;1502954;Tambaqui;47
2024;1502954;Tilapia;0
2024;1502954;Traira e trairao;0
2024;1502954;Truta;0
2024;1502954;Tucunare;0
2024;1502954;Outros peixes;0
2024;1503002;Carpa;0
2024;1503002;Curimata e Curimbata;0
2024;1503002;Dourado;0
2024;1503002;Jatuarana, piabanha e piracanjuba;0
2024;1503002;Lambari;0
2024;1503002;Matrinxa;0
2024;1503002;Pacu e patinga;0
2024;1503002;Piau, piapara, piaucu, piava;0
2024;1503002;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503002;Pirapitinga;0
2024;1503002;Pirarucu;0
2024;1503002;Tambacu, tambatinga;0
2024;1503002;Tambaqui;0
2024;1503002;Tilapia;0
2024;1503002;Traira e trairao;0
2024;1503002;Truta;0
2024;1503002;Tucunare;0
2024;1503002;Outros peixes;0
2024;1503044;Carpa;0
2024;1503044;Curimata e Curimbata;0
2024;1503044;Dourado;0
2024;1503044;Jatuarana, piabanha e piracanjuba;0
2024;1503044;Lambari;0
2024;1503044;Matrinxa;0
2024;1503044;Pacu e patinga;0
2024;1503044;Piau, piapara, piaucu, piava;0
2024;1503044;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503044;Pirapitinga;0
2024;1503044;Pirarucu;0
2024;1503044;Tambacu, tambatinga;39
2024;1503044;Tambaqui;25
2024;1503044;Tilapia;0
2024;1503044;Traira e trairao;0
2024;1503044;Truta;0
2024;1503044;Tucunare;0
2024;1503044;Outros peixes;0
2024;1503077;Carpa;0
2024;1503077;Curimata e Curimbata;0
2024;1503077;Dourado;0
2024;1503077;Jatuarana, piabanha e piracanjuba;0
2024;1503077;Lambari;0
2024;1503077;Matrinxa;0
2024;1503077;Pacu e patinga;0
2024;1503077;Piau, piapara, piaucu, piava;0
2024;1503077;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503077;Pirapitinga;5
2024;1503077;Pirarucu;0
2024;1503077;Tambacu, tambatinga;80
2024;1503077;Tambaqui;1
2024;1503077;Tilapia;10
2024;1503077;Traira e trairao;0
2024;1503077;Truta;0
2024;1503077;Tucunare;0
2024;1503077;Outros peixes;4
2024;1503093;Carpa;0
2024;1503093;Curimata e Curimbata;0
2024;1503093;Dourado;0
2024;1503093;Jatuarana, piabanha e piracanjuba;1
2024;1503093;Lambari;0
2024;1503093;Matrinxa;0
2024;1503093;Pacu e patinga;0
2024;1503093;Piau, piapara, piaucu, piava;0
2024;1503093;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503093;Pirapitinga;0
2024;1503093;Pirarucu;0
2024;1503093;Tambacu, tambatinga;25,3
2024;1503093;Tambaqui;21,46
2024;1503093;Tilapia;0
2024;1503093;Traira e trairao;0
2024;1503093;Truta;0
2024;1503093;Tucunare;0
2024;1503093;Outros peixes;8,3
2024;1503200;Carpa;0
2024;1503200;Curimata e Curimbata;0
2024;1503200;Dourado;0
2024;1503200;Jatuarana, piabanha e piracanjuba;0
2024;1503200;Lambari;0
2024;1503200;Matrinxa;0
2024;1503200;Pacu e patinga;0
2024;1503200;Piau, piapara, piaucu, piava;0
2024;1503200;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503200;Pirapitinga;0
2024;1503200;Pirarucu;0
2024;1503200;Tambacu, tambatinga;0
2024;1503200;Tambaqui;18,5
2024;1503200;Tilapia;5,2
2024;1503200;Traira e trairao;0
2024;1503200;Truta;0
2024;1503200;Tucunare;0
2024;1503200;Outros peixes;0
2024;1503408;Carpa;0
2024;1503408;Curimata e Curimbata;0
2024;1503408;Dourado;0
2024;1503408;Jatuarana, piabanha e piracanjuba;0
2024;1503408;Lambari;0
2024;1503408;Matrinxa;0
2024;1503408;Pacu e patinga;0
2024;1503408;Piau, piapara, piaucu, piava;0
2024;1503408;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503408;Pirapitinga;0
2024;1503408;Pirarucu;0
2024;1503408;Tambacu, tambatinga;1,5
2024;1503408;Tambaqui;4,56
2024;1503408;Tilapia;0
2024;1503408;Traira e trairao;0
2024;1503408;Truta;0
2024;1503408;Tucunare;0
2024;1503408;Outros peixes;0
2024;1503457;Carpa;0
2024;1503457;Curimata e Curimbata;0
2024;1503457;Dourado;0
2024;1503457;Jatuarana, piabanha e piracanjuba;0
2024;1503457;Lambari;0
2024;1503457;Matrinxa;0
2024;1503457;Pacu e patinga;0
2024;1503457;Piau, piapara, piaucu, piava;0
2024;1503457;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503457;Pirapitinga;0
2024;1503457;Pirarucu;3,1
2024;1503457;Tambacu, tambatinga;0
2024;1503457;Tambaqui;850
2024;1503457;Tilapia;120
2024;1503457;Traira e trairao;0
2024;1503457;Truta;0
2024;1503457;Tucunare;0
2024;1503457;Outros peixes;0
2024;1503507;Carpa;0
2024;1503507;Curimata e Curimbata;0
2024;1503507;Dourado;0
2024;1503507;Jatuarana, piabanha e piracanjuba;0
2024;1503507;Lambari;0
2024;1503507;Matrinxa;0
2024;1503507;Pacu e patinga;0
2024;1503507;Piau, piapara, piaucu, piava;0
2024;1503507;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503507;Pirapitinga;0
2024;1503507;Pirarucu;0
2024;1503507;Tambacu, tambatinga;0
2024;1503507;Tambaqui;50,4
2024;1503507;Tilapia;0
2024;1503507;Traira e trairao;0
2024;1503507;Truta;0
2024;1503507;Tucunare;0
2024;1503507;Outros peixes;0
2024;1503606;Carpa;0
2024;1503606;Curimata e Curimbata;0
2024;1503606;Dourado;0
2024;1503606;Jatuarana, piabanha e piracanjuba;0
2024;1503606;Lambari;0
2024;1503606;Matrinxa;15
2024;1503606;Pacu e patinga;0
2024;1503606;Piau, piapara, piaucu, piava;25
2024;1503606;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503606;Pirapitinga;0
2024;1503606;Pirarucu;0
2024;1503606;Tambacu, tambatinga;75
2024;1503606;Tambaqui;75
2024;1503606;Tilapia;0
2024;1503606;Traira e trairao;0
2024;1503606;Truta;0
2024;1503606;Tucunare;0
2024;1503606;Outros peixes;0
2024;1503705;Carpa;0
2024;1503705;Curimata e Curimbata;0
2024;1503705;Dourado;0
2024;1503705;Jatuarana, piabanha e piracanjuba;1
2024;1503705;Lambari;0
2024;1503705;Matrinxa;0
2024;1503705;Pacu e patinga;0
2024;1503705;Piau, piapara, piaucu, piava;7,8
2024;1503705;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503705;Pirapitinga;0
2024;1503705;Pirarucu;0
2024;1503705;Tambacu, tambatinga;56
2024;1503705;Tambaqui;145
2024;1503705;Tilapia;0
2024;1503705;Traira e trairao;0
2024;1503705;Truta;0
2024;1503705;Tucunare;0
2024;1503705;Outros peixes;0
2024;1503754;Carpa;0
2024;1503754;Curimata e Curimbata;0
2024;1503754;Dourado;0
2024;1503754;Jatuarana, piabanha e piracanjuba;0
2024;1503754;Lambari;0
2024;1503754;Matrinxa;0
2024;1503754;Pacu e patinga;0
2024;1503754;Piau, piapara, piaucu, piava;0,8
2024;1503754;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503754;Pirapitinga;0
2024;1503754;Pirarucu;0
2024;1503754;Tambacu, tambatinga;0
2024;1503754;Tambaqui;6,2
2024;1503754;Tilapia;0
2024;1503754;Traira e trairao;0
2024;1503754;Truta;0
2024;1503754;Tucunare;0
2024;1503754;Outros peixes;0
2024;1503804;Carpa;0
2024;1503804;Curimata e Curimbata;0
2024;1503804;Dourado;0
2024;1503804;Jatuarana, piabanha e piracanjuba;0
2024;1503804;Lambari;0
2024;1503804;Matrinxa;0
2024;1503804;Pacu e patinga;0
2024;1503804;Piau, piapara, piaucu, piava;0
2024;1503804;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503804;Pirapitinga;0
2024;1503804;Pirarucu;0
2024;1503804;Tambacu, tambatinga;0
2024;1503804;Tambaqui;29
2024;1503804;Tilapia;0
2024;1503804;Traira e trairao;0
2024;1503804;Truta;0
2024;1503804;Tucunare;0
2024;1503804;Outros peixes;0
2024;1503903;Carpa;0
2024;1503903;Curimata e Curimbata;0
2024;1503903;Dourado;0
2024;1503903;Jatuarana, piabanha e piracanjuba;0
2024;1503903;Lambari;0
2024;1503903;Matrinxa;0,8
2024;1503903;Pacu e patinga;0
2024;1503903;Piau, piapara, piaucu, piava;0
2024;1503903;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1503903;Pirapitinga;0
2024;1503903;Pirarucu;0
2024;1503903;Tambacu, tambatinga;0,7
2024;1503903;Tambaqui;1,4
2024;1503903;Tilapia;0
2024;1503903;Traira e trairao;0
2024;1503903;Truta;0
2024;1503903;Tucunare;0
2024;1503903;Outros peixes;0
2024;1504000;Carpa;0
2024;1504000;Curimata e Curimbata;0
2024;1504000;Dourado;0
2024;1504000;Jatuarana, piabanha e piracanjuba;0
2024;1504000;Lambari;0
2024;1504000;Matrinxa;0
2024;1504000;Pacu e patinga;0
2024;1504000;Piau, piapara, piaucu, piava;0
2024;1504000;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504000;Pirapitinga;0
2024;1504000;Pirarucu;0
2024;1504000;Tambacu, tambatinga;0
2024;1504000;Tambaqui;32
2024;1504000;Tilapia;0
2024;1504000;Traira e trairao;0
2024;1504000;Truta;0
2024;1504000;Tucunare;0
2024;1504000;Outros peixes;0
2024;1504059;Carpa;0
2024;1504059;Curimata e Curimbata;0
2024;1504059;Dourado;0
2024;1504059;Jatuarana, piabanha e piracanjuba;0
2024;1504059;Lambari;0
2024;1504059;Matrinxa;0
2024;1504059;Pacu e patinga;0
2024;1504059;Piau, piapara, piaucu, piava;0
2024;1504059;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504059;Pirapitinga;0
2024;1504059;Pirarucu;0
2024;1504059;Tambacu, tambatinga;0
2024;1504059;Tambaqui;50
2024;1504059;Tilapia;0
2024;1504059;Traira e trairao;0
2024;1504059;Truta;0
2024;1504059;Tucunare;0
2024;1504059;Outros peixes;0
2024;1504109;Carpa;0
2024;1504109;Curimata e Curimbata;0
2024;1504109;Dourado;0
2024;1504109;Jatuarana, piabanha e piracanjuba;0
2024;1504109;Lambari;0
2024;1504109;Matrinxa;0
2024;1504109;Pacu e patinga;0
2024;1504109;Piau, piapara, piaucu, piava;0
2024;1504109;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504109;Pirapitinga;0
2024;1504109;Pirarucu;0
2024;1504109;Tambacu, tambatinga;0
2024;1504109;Tambaqui;14,2
2024;1504109;Tilapia;0
2024;1504109;Traira e trairao;0
2024;1504109;Truta;0
2024;1504109;Tucunare;0
2024;1504109;Outros peixes;0
2024;1504208;Carpa;0
2024;1504208;Curimata e Curimbata;5,7
2024;1504208;Dourado;0
2024;1504208;Jatuarana, piabanha e piracanjuba;70
2024;1504208;Lambari;0
2024;1504208;Matrinxa;0
2024;1504208;Pacu e patinga;0
2024;1504208;Piau, piapara, piaucu, piava;0
2024;1504208;Pintado, cachara, cachapira, pintachara, surubim;58
2024;1504208;Pirapitinga;0
2024;1504208;Pirarucu;7,1
2024;1504208;Tambacu, tambatinga;415
2024;1504208;Tambaqui;520
2024;1504208;Tilapia;12,1
2024;1504208;Traira e trairao;0
2024;1504208;Truta;0
2024;1504208;Tucunare;0
2024;1504208;Outros peixes;0
2024;1504307;Carpa;0
2024;1504307;Curimata e Curimbata;0
2024;1504307;Dourado;0
2024;1504307;Jatuarana, piabanha e piracanjuba;0
2024;1504307;Lambari;0
2024;1504307;Matrinxa;0
2024;1504307;Pacu e patinga;0
2024;1504307;Piau, piapara, piaucu, piava;0
2024;1504307;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504307;Pirapitinga;0
2024;1504307;Pirarucu;0,098
2024;1504307;Tambacu, tambatinga;0
2024;1504307;Tambaqui;4,76
2024;1504307;Tilapia;0
2024;1504307;Traira e trairao;0
2024;1504307;Truta;0
2024;1504307;Tucunare;0
2024;1504307;Outros peixes;0
2024;1504406;Carpa;0
2024;1504406;Curimata e Curimbata;0
2024;1504406;Dourado;0
2024;1504406;Jatuarana, piabanha e piracanjuba;0
2024;1504406;Lambari;0
2024;1504406;Matrinxa;0
2024;1504406;Pacu e patinga;0
2024;1504406;Piau, piapara, piaucu, piava;0
2024;1504406;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504406;Pirapitinga;0
2024;1504406;Pirarucu;0
2024;1504406;Tambacu, tambatinga;0
2024;1504406;Tambaqui;0
2024;1504406;Tilapia;0
2024;1504406;Traira e trairao;0
2024;1504406;Truta;0
2024;1504406;Tucunare;0
2024;1504406;Outros peixes;0
2024;1504422;Carpa;0
2024;1504422;Curimata e Curimbata;0
2024;1504422;Dourado;0
2024;1504422;Jatuarana, piabanha e piracanjuba;0
2024;1504422;Lambari;0
2024;1504422;Matrinxa;0
2024;1504422;Pacu e patinga;0
2024;1504422;Piau, piapara, piaucu, piava;0
2024;1504422;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504422;Pirapitinga;0
2024;1504422;Pirarucu;0
2024;1504422;Tambacu, tambatinga;0
2024;1504422;Tambaqui;25
2024;1504422;Tilapia;0
2024;1504422;Traira e trairao;0
2024;1504422;Truta;0
2024;1504422;Tucunare;0
2024;1504422;Outros peixes;0
2024;1504455;Carpa;0
2024;1504455;Curimata e Curimbata;0
2024;1504455;Dourado;0
2024;1504455;Jatuarana, piabanha e piracanjuba;0
2024;1504455;Lambari;0
2024;1504455;Matrinxa;7,2
2024;1504455;Pacu e patinga;0
2024;1504455;Piau, piapara, piaucu, piava;4,375
2024;1504455;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504455;Pirapitinga;23,2
2024;1504455;Pirarucu;0
2024;1504455;Tambacu, tambatinga;75
2024;1504455;Tambaqui;37,3
2024;1504455;Tilapia;4,32
2024;1504455;Traira e trairao;0
2024;1504455;Truta;0
2024;1504455;Tucunare;0
2024;1504455;Outros peixes;0
2024;1504505;Carpa;0
2024;1504505;Curimata e Curimbata;0
2024;1504505;Dourado;0
2024;1504505;Jatuarana, piabanha e piracanjuba;0
2024;1504505;Lambari;0
2024;1504505;Matrinxa;0
2024;1504505;Pacu e patinga;0
2024;1504505;Piau, piapara, piaucu, piava;0
2024;1504505;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504505;Pirapitinga;0
2024;1504505;Pirarucu;0
2024;1504505;Tambacu, tambatinga;0
2024;1504505;Tambaqui;1,2
2024;1504505;Tilapia;0
2024;1504505;Traira e trairao;0
2024;1504505;Truta;0
2024;1504505;Tucunare;0
2024;1504505;Outros peixes;0
2024;1504604;Carpa;0
2024;1504604;Curimata e Curimbata;0
2024;1504604;Dourado;0
2024;1504604;Jatuarana, piabanha e piracanjuba;0
2024;1504604;Lambari;0
2024;1504604;Matrinxa;0
2024;1504604;Pacu e patinga;0
2024;1504604;Piau, piapara, piaucu, piava;0
2024;1504604;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504604;Pirapitinga;0
2024;1504604;Pirarucu;0
2024;1504604;Tambacu, tambatinga;0
2024;1504604;Tambaqui;26
2024;1504604;Tilapia;0
2024;1504604;Traira e trairao;0
2024;1504604;Truta;0
2024;1504604;Tucunare;0
2024;1504604;Outros peixes;0
2024;1504703;Carpa;0
2024;1504703;Curimata e Curimbata;0
2024;1504703;Dourado;0
2024;1504703;Jatuarana, piabanha e piracanjuba;0
2024;1504703;Lambari;0
2024;1504703;Matrinxa;0
2024;1504703;Pacu e patinga;0
2024;1504703;Piau, piapara, piaucu, piava;0
2024;1504703;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504703;Pirapitinga;0
2024;1504703;Pirarucu;0
2024;1504703;Tambacu, tambatinga;12,3
2024;1504703;Tambaqui;12,4
2024;1504703;Tilapia;0,7
2024;1504703;Traira e trairao;0
2024;1504703;Truta;0
2024;1504703;Tucunare;0
2024;1504703;Outros peixes;0
2024;1504752;Carpa;0
2024;1504752;Curimata e Curimbata;0
2024;1504752;Dourado;0
2024;1504752;Jatuarana, piabanha e piracanjuba;0
2024;1504752;Lambari;0
2024;1504752;Matrinxa;0
2024;1504752;Pacu e patinga;0
2024;1504752;Piau, piapara, piaucu, piava;1,2
2024;1504752;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504752;Pirapitinga;0
2024;1504752;Pirarucu;0
2024;1504752;Tambacu, tambatinga;0
2024;1504752;Tambaqui;9,34
2024;1504752;Tilapia;0
2024;1504752;Traira e trairao;0
2024;1504752;Truta;0
2024;1504752;Tucunare;0
2024;1504752;Outros peixes;0
2024;1504802;Carpa;0
2024;1504802;Curimata e Curimbata;0
2024;1504802;Dourado;0
2024;1504802;Jatuarana, piabanha e piracanjuba;0
2024;1504802;Lambari;0
2024;1504802;Matrinxa;0
2024;1504802;Pacu e patinga;0
2024;1504802;Piau, piapara, piaucu, piava;0
2024;1504802;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504802;Pirapitinga;0
2024;1504802;Pirarucu;2,2
2024;1504802;Tambacu, tambatinga;20
2024;1504802;Tambaqui;19
2024;1504802;Tilapia;0
2024;1504802;Traira e trairao;0
2024;1504802;Truta;0
2024;1504802;Tucunare;0
2024;1504802;Outros peixes;0
2024;1504950;Carpa;0
2024;1504950;Curimata e Curimbata;0
2024;1504950;Dourado;0
2024;1504950;Jatuarana, piabanha e piracanjuba;0
2024;1504950;Lambari;0
2024;1504950;Matrinxa;0
2024;1504950;Pacu e patinga;0
2024;1504950;Piau, piapara, piaucu, piava;0
2024;1504950;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504950;Pirapitinga;0
2024;1504950;Pirarucu;0,085
2024;1504950;Tambacu, tambatinga;1,89
2024;1504950;Tambaqui;1,95
2024;1504950;Tilapia;4,275
2024;1504950;Traira e trairao;0
2024;1504950;Truta;0
2024;1504950;Tucunare;0
2024;1504950;Outros peixes;0,4
2024;1504976;Carpa;0
2024;1504976;Curimata e Curimbata;0
2024;1504976;Dourado;0
2024;1504976;Jatuarana, piabanha e piracanjuba;0
2024;1504976;Lambari;0
2024;1504976;Matrinxa;0
2024;1504976;Pacu e patinga;0
2024;1504976;Piau, piapara, piaucu, piava;0
2024;1504976;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1504976;Pirapitinga;0
2024;1504976;Pirarucu;0
2024;1504976;Tambacu, tambatinga;2,6
2024;1504976;Tambaqui;15
2024;1504976;Tilapia;0
2024;1504976;Traira e trairao;0
2024;1504976;Truta;0
2024;1504976;Tucunare;0
2024;1504976;Outros peixes;0
2024;1505007;Carpa;0
2024;1505007;Curimata e Curimbata;0
2024;1505007;Dourado;0
2024;1505007;Jatuarana, piabanha e piracanjuba;0
2024;1505007;Lambari;0
2024;1505007;Matrinxa;0
2024;1505007;Pacu e patinga;0
2024;1505007;Piau, piapara, piaucu, piava;0
2024;1505007;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505007;Pirapitinga;0
2024;1505007;Pirarucu;0
2024;1505007;Tambacu, tambatinga;2,25
2024;1505007;Tambaqui;0,98
2024;1505007;Tilapia;1,11
2024;1505007;Traira e trairao;0
2024;1505007;Truta;0
2024;1505007;Tucunare;0
2024;1505007;Outros peixes;1,8
2024;1505031;Carpa;0
2024;1505031;Curimata e Curimbata;0
2024;1505031;Dourado;0
2024;1505031;Jatuarana, piabanha e piracanjuba;0
2024;1505031;Lambari;0
2024;1505031;Matrinxa;0
2024;1505031;Pacu e patinga;0
2024;1505031;Piau, piapara, piaucu, piava;0
2024;1505031;Pintado, cachara, cachapira, pintachara, surubim;2,6
2024;1505031;Pirapitinga;29,5
2024;1505031;Pirarucu;0
2024;1505031;Tambacu, tambatinga;44,95
2024;1505031;Tambaqui;41
2024;1505031;Tilapia;0
2024;1505031;Traira e trairao;0
2024;1505031;Truta;0
2024;1505031;Tucunare;0
2024;1505031;Outros peixes;0
2024;1505064;Carpa;0,3
2024;1505064;Curimata e Curimbata;0,5
2024;1505064;Dourado;0
2024;1505064;Jatuarana, piabanha e piracanjuba;7
2024;1505064;Lambari;2
2024;1505064;Matrinxa;10
2024;1505064;Pacu e patinga;2
2024;1505064;Piau, piapara, piaucu, piava;3
2024;1505064;Pintado, cachara, cachapira, pintachara, surubim;4
2024;1505064;Pirapitinga;10
2024;1505064;Pirarucu;1
2024;1505064;Tambacu, tambatinga;270
2024;1505064;Tambaqui;220
2024;1505064;Tilapia;5
2024;1505064;Traira e trairao;3
2024;1505064;Truta;0
2024;1505064;Tucunare;3
2024;1505064;Outros peixes;4
2024;1505106;Carpa;0
2024;1505106;Curimata e Curimbata;0,05
2024;1505106;Dourado;0
2024;1505106;Jatuarana, piabanha e piracanjuba;0,02
2024;1505106;Lambari;0
2024;1505106;Matrinxa;0,45
2024;1505106;Pacu e patinga;0
2024;1505106;Piau, piapara, piaucu, piava;0
2024;1505106;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505106;Pirapitinga;0
2024;1505106;Pirarucu;1,8
2024;1505106;Tambacu, tambatinga;0,38
2024;1505106;Tambaqui;2,8
2024;1505106;Tilapia;0
2024;1505106;Traira e trairao;0
2024;1505106;Truta;0
2024;1505106;Tucunare;0,05
2024;1505106;Outros peixes;0
2024;1505205;Carpa;0
2024;1505205;Curimata e Curimbata;0
2024;1505205;Dourado;0
2024;1505205;Jatuarana, piabanha e piracanjuba;0
2024;1505205;Lambari;0
2024;1505205;Matrinxa;0
2024;1505205;Pacu e patinga;0
2024;1505205;Piau, piapara, piaucu, piava;0,66
2024;1505205;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505205;Pirapitinga;0
2024;1505205;Pirarucu;0
2024;1505205;Tambacu, tambatinga;2,3
2024;1505205;Tambaqui;32
2024;1505205;Tilapia;0
2024;1505205;Traira e trairao;0
2024;1505205;Truta;0
2024;1505205;Tucunare;0
2024;1505205;Outros peixes;0
2024;1505304;Carpa;0
2024;1505304;Curimata e Curimbata;0
2024;1505304;Dourado;0
2024;1505304;Jatuarana, piabanha e piracanjuba;0
2024;1505304;Lambari;0
2024;1505304;Matrinxa;5
2024;1505304;Pacu e patinga;0
2024;1505304;Piau, piapara, piaucu, piava;0
2024;1505304;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505304;Pirapitinga;0
2024;1505304;Pirarucu;0
2024;1505304;Tambacu, tambatinga;10
2024;1505304;Tambaqui;25
2024;1505304;Tilapia;0
2024;1505304;Traira e trairao;0
2024;1505304;Truta;0
2024;1505304;Tucunare;0
2024;1505304;Outros peixes;0
2024;1505403;Carpa;0
2024;1505403;Curimata e Curimbata;0
2024;1505403;Dourado;0
2024;1505403;Jatuarana, piabanha e piracanjuba;0
2024;1505403;Lambari;0
2024;1505403;Matrinxa;6,5
2024;1505403;Pacu e patinga;0
2024;1505403;Piau, piapara, piaucu, piava;5
2024;1505403;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505403;Pirapitinga;0
2024;1505403;Pirarucu;0
2024;1505403;Tambacu, tambatinga;35
2024;1505403;Tambaqui;3
2024;1505403;Tilapia;8
2024;1505403;Traira e trairao;0
2024;1505403;Truta;0
2024;1505403;Tucunare;0
2024;1505403;Outros peixes;6
2024;1505437;Carpa;0
2024;1505437;Curimata e Curimbata;0
2024;1505437;Dourado;0
2024;1505437;Jatuarana, piabanha e piracanjuba;0
2024;1505437;Lambari;0
2024;1505437;Matrinxa;0
2024;1505437;Pacu e patinga;0
2024;1505437;Piau, piapara, piaucu, piava;0
2024;1505437;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505437;Pirapitinga;0
2024;1505437;Pirarucu;0
2024;1505437;Tambacu, tambatinga;58
2024;1505437;Tambaqui;20
2024;1505437;Tilapia;0
2024;1505437;Traira e trairao;0
2024;1505437;Truta;0
2024;1505437;Tucunare;0
2024;1505437;Outros peixes;0
2024;1505486;Carpa;0
2024;1505486;Curimata e Curimbata;0
2024;1505486;Dourado;0
2024;1505486;Jatuarana, piabanha e piracanjuba;2,5
2024;1505486;Lambari;0
2024;1505486;Matrinxa;0
2024;1505486;Pacu e patinga;0
2024;1505486;Piau, piapara, piaucu, piava;1,8
2024;1505486;Pintado, cachara, cachapira, pintachara, surubim;5
2024;1505486;Pirapitinga;0
2024;1505486;Pirarucu;2
2024;1505486;Tambacu, tambatinga;35
2024;1505486;Tambaqui;43
2024;1505486;Tilapia;0
2024;1505486;Traira e trairao;0
2024;1505486;Truta;0
2024;1505486;Tucunare;1,2
2024;1505486;Outros peixes;0
2024;1505494;Carpa;0
2024;1505494;Curimata e Curimbata;0
2024;1505494;Dourado;0
2024;1505494;Jatuarana, piabanha e piracanjuba;0
2024;1505494;Lambari;0
2024;1505494;Matrinxa;0
2024;1505494;Pacu e patinga;0
2024;1505494;Piau, piapara, piaucu, piava;0
2024;1505494;Pintado, cachara, cachapira, pintachara, surubim;0
2024;1505494;Pirapitinga;0
2024;1505494;Pirarucu;0
2024;1505494;Tambacu, tambatinga;7,8
2024;1505494;Tambaqui;14,8
